32.45,16.6,126
31.95,16.25,127
31.5,15.85,128
31.75,15.4,129
32.15,15.8,130
32.55,16.1,131
32.9,15.7,132
32.55,15.4,133
32.05,15.2,134
32.5,14.8,135
33,15.25,136
33.5,15.6,137
33.6,15.05,138
32.9,14.7,139
33.3,14.5,140
33.8,14.5,141
9.2,22.35,142
10.9,22.35,143
12.45,22.3,144
13.95,22.05,145
14.65,20.3,146
13.15,20.8,147
11.6,20.95,148
10.25,21.25,149
9.2,20.8,150
8.05,21.55,151
7.15,19.9,152
8.55,20,153
8.5,19.2,154
7.35,18.3,155
8.25,16.65,156
8.95,18,157
9.6,18.85,158
9.65,19.75,159
10.2,20.25,160
10.9,20.3,161
12.15,20,162
11.25,19.75,163
10.8,19.6,164
10.4,19.55,165
10.65,19.35,166
10.3,19.15,167
10.95,19.1,168
10.6,18.85,169
10.05,18.1,170
10.35,16.9,171
10.05,15.9,172
11.15,18.1,173
12.1,18.75,174
13.2,19.2,175
11.5,17.1,176
12.65,17.65,177
14.45,18.35,178
13.9,16.7,179
12.6,15.8,180
15.95,20.75,181
16.95,21.6,182
17.9,21.95,183
19,22.7,184
20.45,22.75,185
19.1,21.7,186
20.4,21.4,187
21.95,21.9,188
18.65,20.7,189
17.75,20.55,190
17.05,19.85,191
15.75,19.45,192
15.75,18.25,193
16.35,16.9,194
17.2,15.9,195
17.9,17,196
17.3,17.75,197
17,18.9,198
17.8,18.65,199
17.85,19.5,200
18.5,19.9,201
19.1,19.95,202
19.55,20.55,203
20.1,19.9,204
19.55,19.3,205
18.95,19.3,206
18.55,19.2,207
18.45,18.85,208
18.85,18.9,209
19.2,18.8,210
18.75,18.55,211
18.3,18.1,212
19.1,17.8,213
19,16.75,214
18.75,15.5,215
19.65,18.2,216
20.1,18.95,217
21.25,20.4,218
21.45,19,219
20.9,17.9,220
20.25,17.2,221
20.1,15.4,222
21.4,15.95,223
22.2,17.15,224
11.4,12.55,225
12.05,12.75,226
12.7,13,227
13.35,13.05,228
14.2,12.95,229
15.05,12.95,230
15.6,12.95,231
16.1,13.1,232
15.95,12.6,233
15.4,12.45,234
14.65,12.4,235
13.85,12.4,236
13.15,12.2,237
12.65,12.4,238
11.9,12.1,239
12,11.5,240
12.65,11.65,241
13.4,11.65,242
14.1,11.7,243
14.6,11.8,244
15.2,11.95,245
15.05,11.55,246
14.45,11.2,247
13.95,10.9,248
13.05,11.1,249
13.55,10.65,250
12.45,10.9,251
13.2,10.25,252
11.25,11.1,253
11.25,11.85,254
10.7,12.25,255
10.05,11.85,256
10.6,11.6,257
9.75,11.35,258
10.4,10.9,259
9.75,10.6,260
9.75,9.8,261
10.35,10.2,262
10.9,10.4,263
11.7,10.55,264
12.4,10.1,265
12.9,9.7,266
12.35,9.65,267
11.85,10,268
11.15,9.8,269
10.65,9.55,270
10.1,9.25,271
10.75,9,272
11.1,9.3,273
11.7,9.4,274
12.15,9.1,275
12.85,9.05,276
12.45,8.7,277
11.95,8.25,278
11.7,8.85,279
11.3,8.5,280
11.55,7.95,281
12.9,8.5,282
13.25,8.05,283
12.65,7.95,284
12.1,7.6,285
11.65,7.35,286
12.2,7,287
11.8,6.65,288
12.65,7.3,289
13.2,7.55,290
13.65,7.75,291
14.35,7.55,292
13.8,7.3,293
13.35,6.85,294
12.7,6.7,295
12.45,6.25,296
13.2,5.85,297
13.65,6.25,298
14.1,6.75,299
14.7,6.9,300
15,7.5,301
15.85,7.3,302
15.35,7.05,303
15.1,6.35,304
14.45,6.3,305
14.75,5.75,306
13.95,5.8,307
15.5,5.9,308
15.8,6.4,309
16.05,6.85,310
16.55,7.1,311
16.7,6.5,312
16.25,6.1,313
17.05,6.25,314
15.85,11.55,315
15.9,12.1,316
16.3,11.65,317
16.55,12.05,318
16.5,12.6,319
16.75,13.1,320
17.5,13,321
17.15,12.65,322
17.1,12.1,323
16.9,11.7,324
17.4,11.65,325
17.55,12.1,326
17.75,12.65,327
18.3,12.75,328
18.25,12.25,329
18,11.95,330
17.85,11.5,331
18.3,11.65,332
18.6,12,333
18.85,12.45,334
19.1,11.8,335
18.85,11.45,336
18.5,11.15,337
18.95,10.8,338
19.3,11.15,339
19.4,10.7,340
19.25,10.35,341
19.9,10.6,342
19.65,10.15,343
19.45,9.75,344
19.9,9.45,345
20.3,10.05,346
20.65,10.35,347
21.25,10.1,348
20.9,9.9,349
21.65,9.65,350
21.15,9.35,351
20.5,9.4,352
19.5,9.2,353
19.95,8.85,354
20.65,8.8,355
21.2,8.7,356
21.9,8.85,357
21.75,8.25,358
21.65,7.8,359
21.05,8,360
20.3,8.2,361
19.4,8.7,362
19.6,8.05,363
18.95,8.1,364
20,7.6,365
20.55,7.55,366
21.25,7.25,367
20.85,6.85,368
20.25,7.05,369
19.55,7.05,370
19.05,7.45,371
18.35,7.6,372
17.85,7.3,373
18.3,7.1,374
18.95,6.85,375
19.6,6.25,376
20.15,6.45,377
18.8,6.25,378
18.35,6.55,379
17.65,6.55,380
17.25,6.9,381
17.95,6.2,382
17.45,9.85,383
17.2,9.25,384
17,9.6,385
17,10.05,386
16.45,10.1,387
16.5,9.8,388
16.6,9.45,389
16.6,9.05,390
15.9,9,391
16.05,9.35,392
16.05,9.65,393
15.85,9.95,394
15.35,9.9,395
15.6,9.45,396
15.3,9.15,397
15.1,9.55,398
,,399
,,400
,,401
,,402
,,403
,,404
,,405
,,406
,,407
,,408
,,409
,,410
,,411
,,412
,,413
,,414
,,415
,,416
,,417
,,418
,,419
,,420
,,421
,,422
,,423
,,424
,,425
,,426
,,427
,,428
,,429
,,430
,,431
,,432
,,433
,,434
,,435
,,436
,,437
,,438
,,439
,,440
,,441
,,442
,,443
,,444
,,445
,,446
,,447
,,448
,,449
,,450
,,451
,,452
,,453
,,454
,,455
,,456
,,457
,,458
,,459
,,460
,,461
,,462
,,463
,,464
,,465
,,466
,,467
,,468
,,469
,,470
,,471
,,472
,,473
,,474
,,475
,,476
,,477
,,478
,,479
,,480
,,481
,,482
,,483
,,484
,,485
,,486
,,487
,,488
,,489
,,490
,,491
,,492
,,493
,,494
,,495
,,496
,,497
,,498
,,499
,,500
,,501
,,502
,,503
,,504
,,505
,,506
,,507
,,508
,,509
,,510
,,511
,,512
,,513
,,514
,,515
,,516
,,517
,,518
,,519
,,520
,,521
,,522
,,523
,,524
,,525
,,526
,,527
,,528
,,529
,,530
,,531
,,532
,,533
,,534
,,535
,,536
,,537
,,538
,,539
,,540
,,541
,,542
,,543
,,544
,,545
,,546
,,547
,,548
,,549
,,550
,,551
,,552
,,553
,,554
,,555
,,556
,,557
,,558
,,559
,,560
,,561
,,562
,,563
,,564
,,565
,,566
,,567
,,568
,,569
,,570
,,571
,,572
,,573
,,574
,,575
,,576
,,577
,,578
,,579
,,580
,,581
,,582
,,583
,,584
,,585
,,586
,,587
,,588
,,589
,,590
,,591
,,592
,,593
,,594
,,595
,,596
,,597
,,598
,,599
,,600
,,601
,,602
,,603
,,604
,,605
,,606
,,607
,,608
,,609
,,610
,,611
,,612
,,613
,,614
,,615
,,616
,,617
,,618
,,619
,,620
,,621
,,622
,,623
,,624
,,625
,,626
,,627
,,628
,,629
,,630
,,631
,,632
,,633
,,634
,,635
,,636
,,637
,,638
,,639
,,640
,,641
,,642
,,643
,,644
,,645
,,646
,,647
,,648
,,649
,,650
,,651
,,652
,,653
,,654
,,655
,,656
,,657
,,658
,,659
,,660
,,661
,,662
,,663
,,664
,,665
,,666
,,667
,,668
,,669
,,670
,,671
,,672
,,673
,,674
,,675
,,676
,,677
,,678
,,679
,,680
,,681
,,682
,,683
,,684
,,685
,,686
,,687
,,688
,,689
,,690
,,691
,,692
,,693
,,694
,,695
,,696
,,697
,,698
,,699
,,700
,,701
,,702
,,703
,,704
,,705
,,706
,,707
,,708
,,709
,,710
,,711
,,712
,,713
,,714
,,715
,,716
,,717
,,718
,,719
,,720
,,721
,,722
,,723
,,724
,,725
,,726
,,727
,,728
,,729
,,730
,,731
,,732
,,733
,,734
,,735
,,736
,,737
,,738
,,739
,,740
,,741
,,742
,,743
,,744
,,745
,,746
,,747
,,748
,,749
,,750
,,751
,,752
,,753
,,754
,,755
,,756
,,757
,,758
,,759
,,760
,,761
,,762
,,763
,,764
,,765
,,766
,,767
,,768
,,769
,,770
,,771
,,772
,,773
,,774
,,775
,,776
,,777
,,778
,,779
,,780
,,781
,,782
,,783
,,784
,,785
,,786
,,787
,,788
,,789
,,790
,,791
,,792
,,793
,,794
,,795
,,796
,,797
,,798
,,799
,,800
,,801
,,802
,,803
,,804
,,805
,,806
,,807
,,808
,,809
,,810
,,811
,,812
,,813
,,814
,,815
,,816
,,817
,,818
,,819
,,820
,,821
,,822
,,823
,,824
,,825
,,826
,,827
,,828
,,829
,,830
,,831
,,832
,,833
,,834
,,835
,,836
,,837
,,838
,,839
,,840
,,841
,,842
,,843
,,844
,,845
,,846
,,847
,,848
,,849
,,850
,,851
,,852
,,853
,,854
,,855
,,856
,,857
,,858
,,859
,,860
,,861
,,862
,,863
,,864
,,865
,,866
,,867
,,868
,,869
,,870
,,871
,,872
,,873
,,874
,,875
,,876
,,877
,,878
,,879
,,880
,,881
,,882
,,883
,,884
,,885
,,886
,,887
,,888
,,889
,,890
,,891
,,892
,,893
,,894
,,895
,,896
,,897
,,898
,,899
,,900
,,901
,,902
,,903
,,904
,,905
,,906
,,907
,,908
,,909
,,910
,,911
,,912
,,913
,,914
,,915
,,916
,,917
,,918
,,919
,,920
,,921
,,922
,,923
,,924
,,925
,,926
,,927
,,928
,,929
,,930
,,931
,,932
,,933
,,934
,,935
,,936
,,937
,,938
,,939
,,940
,,941
,,942
,,943
,,944
,,945
,,946
,,947
,,948
,,949
,,950
,,951
,,952
,,953
,,954
,,955
,,956
,,957
,,958
,,959
,,960
,,961
,,962
,,963
,,964
,,965
,,966
,,967
,,968
,,969
,,970
,,971
,,972
,,973
,,974
,,975
,,976
,,977
,,978
,,979
,,980
,,981
,,982
,,983
,,984
,,985
,,986
,,987
,,988
,,989
,,990
,,991
,,992
,,993
,,994
,,995
,,996
,,997
,,998
,,999
,,1000
,,1001
,,1002
,,1003
,,1004
,,1005
,,1006
,,1007
,,1008
,,1009
,,1010
,,1011
,,1012
,,1013
,,1014
,,1015
,,1016
,,1017
,,1018
,,1019
,,1020
,,1021
,,1022
,,1023
,,1024
,,1025
,,1026
,,1027
,,1028
,,1029
,,1030
,,1031
,,1032
,,1033
,,1034
,,1035
,,1036
,,1037
,,1038
,,1039
,,1040
,,1041
,,1042
,,1043
,,1044
,,1045
,,1046
,,1047
,,1048
,,1049
,,1050
,,1051
,,1052
,,1053
,,1054
,,1055
,,1056
,,1057
,,1058
,,1059
,,1060
,,1061
,,1062
,,1063
,,1064
,,1065
,,1066
,,1067
,,1068
,,1069
,,1070
,,1071
,,1072
,,1073
,,1074
,,1075
,,1076
,,1077
,,1078
,,1079
,,1080
,,1081
,,1082
,,1083
,,1084
,,1085
,,1086
,,1087
,,1088
,,1089
,,1090
,,1091
,,1092
,,1093
,,1094
,,1095
,,1096
,,1097
,,1098
,,1099
,,1100
,,1101
,,1102
,,1103
,,1104
,,1105
,,1106
,,1107
,,1108
,,1109
,,1110
,,1111
,,1112
,,1113
,,1114
,,1115
,,1116
,,1117
,,1118
,,1119
,,1120
,,1121
,,1122
,,1123
,,1124
,,1125
,,1126
,,1127
,,1128
,,1129
,,1130
,,1131
,,1132
,,1133
,,1134
,,1135
,,1136
,,1137
,,1138
,,1139
,,1140
,,1141
,,1142
,,1143
,,1144
,,1145
,,1146
,,1147
,,1148
,,1149
,,1150
,,1151
,,1152
,,1153
,,1154
,,1155
,,1156
,,1157
,,1158
,,1159
,,1160
,,1161
,,1162
,,1163
,,1164
,,1165
,,1166
,,1167
,,1168
,,1169
,,1170
,,1171
,,1172
,,1173
,,1174
,,1175
,,1176
,,1177
,,1178
,,1179
,,1180
,,1181
,,1182
,,1183
,,1184
,,1185
,,1186
,,1187
,,1188
,,1189
,,1190
,,1191
,,1192
,,1193
,,1194
,,1195
,,1196
,,1197
,,1198
,,1199
,,1200
,,1201
,,1202
,,1203
,,1204
,,1205
,,1206
,,1207
,,1208
,,1209
,,1210
,,1211
,,1212
,,1213
,,1214
,,1215
,,1216
,,1217
,,1218
,,1219
,,1220
,,1221
,,1222
,,1223
,,1224
,,1225
,,1226
,,1227
,,1228
,,1229
,,1230
,,1231
,,1232
,,1233
,,1234
,,1235
,,1236
,,1237
,,1238
,,1239
,,1240
,,1241
,,1242
,,1243
,,1244
,,1245
,,1246
,,1247
,,1248
,,1249
,,1250
,,1251
,,1252
,,1253
,,1254
,,1255
,,1256
,,1257
,,1258
,,1259
,,1260
,,1261
,,1262
,,1263
,,1264
,,1265
,,1266
,,1267
,,1268
,,1269
,,1270
,,1271
,,1272
,,1273
,,1274
,,1275
,,1276
,,1277
,,1278
,,1279
,,1280
,,1281
,,1282
,,1283
,,1284
,,1285
,,1286
,,1287
,,1288
,,1289
,,1290
,,1291
,,1292
,,1293
,,1294
,,1295
,,1296
,,1297
,,1298
,,1299
,,1300
,,1301
,,1302
,,1303
,,1304
,,1305
,,1306
,,1307
,,1308
,,1309
,,1310
,,1311
,,1312
,,1313
,,1314
,,1315
,,1316
,,1317
,,1318
,,1319
,,1320
,,1321
,,1322
,,1323
,,1324
,,1325
,,1326
,,1327
,,1328
,,1329
,,1330
,,1331
,,1332
,,1333
,,1334
,,1335
,,1336
,,1337
,,1338
,,1339
,,1340
,,1341
,,1342
,,1343
,,1344
,,1345
,,1346
,,1347
,,1348
,,1349
,,1350
,,1351
,,1352
,,1353
,,1354
,,1355
,,1356
,,1357
,,1358
,,1359
,,1360
,,1361
,,1362
,,1363
,,1364
,,1365
,,1366
,,1367
,,1368
,,1369
,,1370
,,1371
,,1372
,,1373
,,1374
,,1375
,,1376
,,1377
,,1378
,,1379
,,1380
,,1381
,,1382
,,1383
,,1384
,,1385
,,1386
,,1387
,,1388
,,1389
,,1390
,,1391
,,1392
,,1393
,,1394
,,1395
,,1396
,,1397
,,1398
,,1399
,,1400
,,1401
,,1402
,,1403
,,1404
,,1405
,,1406
,,1407
,,1408
,,1409
,,1410
,,1411
,,1412
,,1413
,,1414
,,1415
,,1416
,,1417
,,1418
,,1419
,,1420
,,1421
,,1422
,,1423
,,1424
,,1425
,,1426
,,1427
,,1428
,,1429
,,1430
,,1431
,,1432
,,1433
,,1434
,,1435
,,1436
,,1437
,,1438
,,1439
,,1440
,,1441
,,1442
,,1443
,,1444
,,1445
,,1446
,,1447
,,1448
,,1449
,,1450
,,1451
,,1452
,,1453
,,1454
,,1455
,,1456
,,1457
,,1458
,,1459
,,1460
,,1461
,,1462
,,1463
,,1464
,,1465
,,1466
,,1467
,,1468
,,1469
,,1470
,,1471
,,1472
,,1473
,,1474
,,1475
,,1476
,,1477
,,1478
,,1479
,,1480
,,1481
,,1482
,,1483
,,1484
,,1485
,,1486
,,1487
,,1488
,,1489
,,1490
,,1491
,,1492
,,1493
,,1494
,,1495
,,1496
,,1497
,,1498
,,1499
,,1500
,,1501
,,1502
,,1503
,,1504
,,1505
,,1506
,,1507
,,1508
,,1509
,,1510
,,1511
,,1512
,,1513
,,1514
,,1515
,,1516
,,1517
,,1518
,,1519
,,1520
,,1521
,,1522
,,1523
,,1524
,,1525
,,1526
,,1527
,,1528
,,1529
,,1530
,,1531
,,1532
,,1533
,,1534
,,1535
,,1536
,,1537
,,1538
,,1539
,,1540
,,1541
,,1542
,,1543
,,1544
,,1545
,,1546
,,1547
,,1548
,,1549
,,1550
,,1551
,,1552
,,1553
,,1554
,,1555
,,1556
,,1557
,,1558
,,1559
,,1560
,,1561
,,1562
,,1563
,,1564
,,1565
,,1566
,,1567
,,1568
,,1569
,,1570
,,1571
,,1572
,,1573
,,1574
,,1575
,,1576
,,1577
,,1578
,,1579
,,1580
,,1581
,,1582
,,1583
,,1584
,,1585
,,1586
,,1587
,,1588
,,1589
,,1590
,,1591
,,1592
,,1593
,,1594
,,1595
,,1596
,,1597
,,1598
,,1599
,,1600
,,1601
,,1602
,,1603
,,1604
,,1605
,,1606
,,1607
,,1608
,,1609
,,1610
,,1611
,,1612
,,1613
,,1614
,,1615
,,1616
,,1617
,,1618
,,1619
,,1620
,,1621
,,1622
,,1623
,,1624
,,1625
,,1626
,,1627
,,1628
,,1629
,,1630
,,1631
,,1632
,,1633
,,1634
,,1635
,,1636
,,1637
,,1638
,,1639
,,1640
,,1641
,,1642
,,1643
,,1644
,,1645
,,1646
,,1647
,,1648
,,1649
,,1650
,,1651
,,1652
,,1653
,,1654
,,1655
,,1656
,,1657
,,1658
,,1659
,,1660
,,1661
,,1662
,,1663
,,1664
,,1665
,,1666
,,1667
,,1668
,,1669
,,1670
,,1671
,,1672
,,1673
,,1674
,,1675
,,1676
,,1677
,,1678
,,1679
,,1680
,,1681
,,1682
,,1683
,,1684
,,1685
,,1686
,,1687
,,1688
,,1689
,,1690
,,1691
,,1692
,,1693
,,1694
,,1695
,,1696
,,1697
,,1698
,,1699
,,1700
,,1701
,,1702
,,1703
,,1704
,,1705
,,1706
,,1707
,,1708
,,1709
,,1710
,,1711
,,1712
,,1713
,,1714
,,1715
,,1716
,,1717
,,1718
,,1719
,,1720
,,1721
,,1722
,,1723
,,1724
,,1725
,,1726
,,1727
,,1728
,,1729
,,1730
,,1731
,,1732
,,1733
,,1734
,,1735
,,1736
,,1737
,,1738
